#depth	accumulation (m ice equiv)	error (%)
depth	deporate	rel_unc	comment
2926.513	0.1215	0.23868312757201648
2926.781	0.1223	0.23712183156173344
2927.049	0.1232	0.2353896103896104
2927.319	0.1242	0.23349436392914655
2927.59	0.1246	0.23274478330658108
2927.863	0.1247	0.23255813953488372
2928.136	0.1248	0.2323717948717949
2928.41	0.1249	0.2321857485988791
2928.686	0.1241	0.23368251410153104
2928.962	0.1236	0.23462783171521037
2929.24	0.1243	0.23330651649235723
2929.518	0.125	0.232
2929.798	0.1257	0.2386634844868735
2930.078	0.1264	0.2373417721518987
2930.36	0.1272	0.23584905660377356
2930.642	0.1276	0.23510971786833856
2930.925	0.128	0.234375
2931.209	0.1285	0.23346303501945523
2931.494	0.1291	0.23237800154918667
2931.78	0.1299	0.2309468822170901
2932.067	0.1301	0.23059185242121447
2932.354	0.1299	0.2309468822170901
2932.642	0.1299	0.2309468822170901
2932.93	0.1302	0.23809523809523808
2933.22	0.132	0.23484848484848483
2933.51	0.1334	0.23238380809595205
2933.8	0.1339	0.2315160567587752
2934.091	0.1344	0.23065476190476192
2934.383	0.1349	0.22979985174203116
2934.675	0.1349	0.22979985174203116
2934.967	0.1351	0.22945965951147299
2935.26	0.1361	0.22777369581190302
2935.554	0.1363	0.22743947175348495
2935.847	0.1355	0.2287822878228782
2936.142	0.1363	0.22743947175348495
2936.436	0.1372	0.22594752186588923
2936.731	0.1369	0.22644265887509132
2937.026	0.1366	0.22693997071742314
2937.321	0.1359	0.23546725533480503
2937.616	0.1355	0.23616236162361623
2937.912	0.1353	0.23651145602365115
2938.208	0.1361	0.23512123438648053
2938.504	0.1363	0.23477622890682318
2938.8	0.1357	0.2358142962417097
2939.096	0.1365	0.23443223443223443
2939.392	0.1381	0.23171614771904417
2939.688	0.1381	0.23171614771904417
2939.984	0.1379	0.23205221174764323
2940.28	0.1375	0.23272727272727273
2940.576	0.1384	0.23121387283236997
2940.872	0.14	0.22857142857142856
2941.168	0.1407	0.22743425728500358
2941.464	0.1412	0.23371104815864024
2941.76	0.1414	0.2333804809052334
2942.055	0.1423	0.23190442726633873
2942.351	0.1436	0.2298050139275766
2942.646	0.1443	0.22869022869022868
2942.941	0.1452	0.2341597796143251
2943.235	0.147	0.23129251700680276
2943.53	0.1487	0.22864828513786148
2943.824	0.15	0.22666666666666668
2944.118	0.1501	0.23317788141239174
2944.411	0.15	0.23333333333333336
2944.704	0.151	0.2317880794701987
2944.997	0.152	0.23684210526315788
2945.29	0.1531	0.2351404310907903
2945.582	0.1545	0.23300970873786406
2945.873	0.156	0.23076923076923075
2946.165	0.1575	0.23492063492063492
2946.456	0.1585	0.2334384858044164
2946.746	0.1579	0.23432552248258387
2947.036	0.1588	0.23299748110831234
2947.326	0.1611	0.23587833643699566
2947.615	0.1625	0.23384615384615384
2947.904	0.1636	0.23227383863080683
2948.192	0.1629	0.23327194597912831
2948.479	0.1625	0.23384615384615384
2948.767	0.1626	0.23370233702337023
2949.053	0.1618	0.23485784919653893
2949.339	0.1603	0.23705552089831566
2949.625	0.1586	0.23959646910466584
2949.91	0.1569	0.24219247928616952
2950.195	0.1562	0.24327784891165172
2950.479	0.1553	0.2446877012234385
2950.762	0.1541	0.24659312134977288
2951.045	0.1538	0.24057217165149544
2951.327	0.1543	0.23979261179520414
2951.609	0.1545	0.23948220064724918
2951.89	0.1548	0.23901808785529716
2952.17	0.1555	0.23794212218649516
2952.45	0.156	0.23717948717948717
2952.73	0.1559	0.23733162283515072
2953.008	0.1561	0.23702754644458682
2953.286	0.1566	0.23627075351213284
2953.564	0.1575	0.23492063492063492
2953.841	0.1585	0.2334384858044164
2954.117	0.1578	0.23447401774397972
2954.392	0.1568	0.23596938775510204
2954.667	0.1558	0.2374839537869063
2954.942	0.1551	0.2385557704706641
2955.215	0.1553	0.23824855119124275
2955.488	0.155	0.23870967741935484
2955.761	0.154	0.24025974025974026
2956.033	0.1536	0.24088541666666669
2956.304	0.1538	0.24057217165149544
2956.574	0.1541	0.2401038286826736
2956.844	0.1545	0.23948220064724918
2957.113	0.1549	0.2388637830858618
2957.382	0.1553	0.23824855119124275
2957.65	0.1557	0.23763648041104687
2957.917	0.1563	0.24312220089571338
2958.183	0.1576	0.24111675126903553
2958.449	0.1584	0.23989898989898986
2958.715	0.1579	0.24065864471184292
2958.979	0.158	0.24050632911392406
2959.243	0.159	0.2389937106918239
2959.507	0.1594	0.2383939774153074
2959.769	0.1593	0.23854362837413684
2960.032	0.1595	0.23824451410658307
2960.293	0.16	0.2375
2960.554	0.1593	0.23226616446955428
2960.814	0.1582	0.2338811630847029
2961.073	0.1573	0.23521932612841703
2961.332	0.1565	0.2364217252396166
2961.591	0.1549	0.2388637830858618
2961.848	0.1533	0.24135681669928247
2962.105	0.1537	0.24072869225764473
2962.362	0.1543	0.23979261179520414
2962.617	0.1529	0.24198822759973837
2962.873	0.1515	0.2442244224422442
2963.127	0.1529	0.24198822759973837
2963.381	0.1544	0.23963730569948183
2963.634	0.1529	0.24198822759973837
2963.887	0.151	0.24503311258278146
2964.139	0.1509	0.24519549370444
2964.391	0.1508	0.2453580901856764
2964.642	0.1512	0.24470899470899468
2964.892	0.1517	0.24390243902439024
2965.142	0.153	0.24183006535947713
2965.391	0.1541	0.2401038286826736
2965.64	0.1537	0.24072869225764473
2965.888	0.1534	0.24119947848761406
2966.135	0.1551	0.2385557704706641
2966.382	0.1566	0.23627075351213284
2966.628	0.1547	0.23917259211376857
2966.874	0.1529	0.24198822759973837
2967.119	0.1533	0.24135681669928247
2967.364	0.1537	0.2342225113858165
2967.608	0.1529	0.23544800523217788
2967.852	0.152	0.23684210526315788
2968.095	0.1508	0.23872679045092837
2968.338	0.1496	0.23395721925133692
2968.58	0.1472	0.2377717391304348
2968.822	0.1448	0.24171270718232044
2969.063	0.1439	0.24322446143154972
2969.304	0.1434	0.23709902370990238
2969.544	0.1413	0.24062278839348902
2969.784	0.1386	0.24531024531024534
2970.023	0.137	0.2408759124087591
2970.262	0.1359	0.24282560706401768
2970.5	0.1351	0.24426350851221318
2970.738	0.1344	0.2455357142857143
2970.976	0.1337	0.2393418100224383
2971.213	0.1328	0.24096385542168675
2971.449	0.132	0.24242424242424243
2971.686	0.1319	0.24260803639120548
2971.921	0.1319	0.24260803639120548
2972.157	0.1323	0.2418745275888133
2972.392	0.1324	0.24169184290030213
2972.627	0.1308	0.24464831804281345
2972.861	0.1292	0.2476780185758514
2973.095	0.1299	0.24634334103156277
2973.328	0.1305	0.2375478927203065
2973.561	0.1301	0.23827824750192161
2973.794	0.1294	0.2395672333848532
2974.027	0.1291	0.24012393493415957
2974.259	0.1289	0.2404965089216447
2974.491	0.1288	0.2406832298136646
2974.722	0.1289	0.2404965089216447
2974.953	0.1287	0.24087024087024086
2975.184	0.1282	0.24180967238689546
2975.414	0.1279	0.2423768569194683
2975.644	0.128	0.2421875
2975.874	0.1282	0.24960998439937596
2976.104	0.1287	0.24864024864024864
2976.333	0.1291	0.24786986831913246
2976.562	0.129	0.24806201550387597
2976.791	0.1288	0.2484472049689441
2977.019	0.129	0.24806201550387597
2977.247	0.1293	0.24748646558391338
2977.475	0.1294	0.24729520865533233
2977.703	0.1292	0.2476780185758514
2977.93	0.1292	0.2476780185758514
2978.157	0.1295	0.2471042471042471
2978.384	0.1298	0.2465331278890601
2978.611	0.1299	0.24634334103156277
2978.837	0.13	0.24615384615384614
2979.063	0.1296	0.2469135802469136
2979.289	0.1291	0.24786986831913246
2979.515	0.1293	0.24748646558391338
2979.741	0.1297	0.2467232074016962
2979.966	0.1298	0.2465331278890601
2980.191	0.1295	0.2471042471042471
2980.416	0.1293	0.24748646558391338
2980.641	0.1291	0.24786986831913246
2980.865	0.1289	0.24825446082234293
2981.089	0.1284	0.24922118380062308
2981.313	0.1279	0.2501954652071931
2981.537	0.1273	0.2513747054202671
2981.761	0.1268	0.2523659305993691
2981.985	0.1268	0.2523659305993691
2982.208	0.1272	0.25157232704402516
2982.432	0.1272	0.25157232704402516
2982.655	0.1266	0.25276461295418645
2982.878	0.1261	0.2537668517049961
2983.101	0.1262	0.25356576862123614
2983.323	0.1263	0.2533650039588282
2983.546	0.1259	0.2541699761715647
2983.768	0.1252	0.25559105431309903
2983.991	0.1251	0.2557953637090328
2984.213	0.1254	0.2551834130781499
2984.435	0.1256	0.2547770700636943
2984.657	0.126	0.25396825396825395
2984.879	0.1264	0.2531645569620253
2985.1	0.1264	0.2531645569620253
2985.322	0.1265	0.25296442687747034
2985.544	0.1263	0.2533650039588282
2985.765	0.1261	0.2537668517049961
2985.987	0.1264	0.2531645569620253
2986.208	0.1272	0.25157232704402516
2986.429	0.1278	0.25039123630672927
2986.65	0.1278	0.25039123630672927
2986.871	0.1278	0.25039123630672927
2987.092	0.1278	0.25039123630672927
2987.313	0.1277	0.2505873140172279
2987.534	0.1278	0.25039123630672927
2987.755	0.1279	0.2501954652071931
2987.976	0.1283	0.24941543257989088
2988.196	0.1289	0.24825446082234293
2988.417	0.1296	0.2469135802469136
2988.638	0.1306	0.2450229709035222
2988.858	0.1314	0.24353120243531204
2989.079	0.1317	0.24297646165527712
2989.299	0.132	0.24242424242424243
2989.52	0.1317	0.24297646165527712
2989.74	0.1312	0.24390243902439024
2989.961	0.1305	0.24521072796934865
2990.181	0.1296	0.2469135802469136
2990.402	0.1292	0.2476780185758514
2990.622	0.1301	0.24596464258262876
2990.843	0.1311	0.24408848207475212
2991.063	0.1316	0.24316109422492402
2991.284	0.1322	0.2420574886535552
2991.504	0.1323	0.2418745275888133
2991.725	0.1322	0.2420574886535552
2991.945	0.1321	0.2422407267221802
2992.166	0.132	0.24242424242424243
2992.386	0.1321	0.2422407267221802
2992.607	0.1325	0.24150943396226415
2992.828	0.1328	0.24096385542168675
2993.048	0.1334	0.23988005997001502
2993.269	0.1339	0.2389843166542196
2993.49	0.1343	0.23827252419955325
2993.711	0.1347	0.23756495916852266
2993.932	0.1349	0.23721275018532248
2994.152	0.1347	0.23756495916852266
2994.373	0.1346	0.23774145616641904
2994.595	0.135	0.23703703703703702
2994.816	0.1354	0.23633677991137372
2995.037	0.1358	0.23564064801178203
2995.258	0.1363	0.23477622890682318
2995.479	0.1363	0.23477622890682318
2995.701	0.1361	0.24246877296105807
2995.922	0.1361	0.24246877296105807
2996.144	0.1361	0.24246877296105807
2996.366	0.1362	0.24229074889867844
2996.587	0.137	0.2408759124087591
2996.809	0.1378	0.23947750362844702
2997.031	0.1389	0.23758099352051837
2997.253	0.1401	0.23554603854389722
2997.476	0.1408	0.234375
2997.698	0.1412	0.23371104815864024
2997.92	0.1416	0.23305084745762714
2998.143	0.1422	0.23206751054852323
2998.365	0.1426	0.2314165497896213
2998.588	0.1426	0.23842917251051896
2998.811	0.1425	0.23859649122807022
2999.034	0.1431	0.23759608665269044
2999.257	0.1438	0.2364394993045897
2999.481	0.1449	0.23464458247066944
2999.704	0.1463	0.23239917976760083
2999.928	0.147	0.23129251700680276
3000.151	0.147	0.23129251700680276
3000.375	0.147	0.23129251700680276
3000.599	0.147	0.23129251700680276
3000.823	0.147	0.23129251700680276
3001.048	0.1471	0.23113528212100612
3001.272	0.1472	0.23097826086956524
3001.497	0.1471	0.23113528212100612
3001.722	0.1469	0.2314499659632403
3001.947	0.1469	0.2314499659632403
3002.172	0.1471	0.23113528212100612
3002.397	0.1476	0.23035230352303523
3002.623	0.1485	0.228956228956229
3002.849	0.1492	0.22788203753351208
3003.075	0.1487	0.22864828513786148
3003.301	0.1483	0.2292650033715442
3003.527	0.1482	0.22941970310391366
3003.754	0.1484	0.22911051212938005
3003.981	0.1489	0.22834116856950976
3004.208	0.1495	0.2274247491638796
3004.435	0.1502	0.2263648468708389
3004.662	0.1511	0.2316346790205162
3004.89	0.1521	0.23011176857330704
3005.118	0.1532	0.2284595300261097
3005.346	0.1543	0.2268308489954634
3005.574	0.1551	0.22566086395873633
3005.803	0.1559	0.22450288646568314
3006.031	0.1571	0.22915340547422025
3006.26	0.1583	0.22741629816803535
3006.49	0.1595	0.225705329153605
3006.719	0.1606	0.224159402241594
3006.949	0.1623	0.22181146025878
3007.179	0.1644	0.22506082725060828
3007.409	0.1657	0.22329511164755583
3007.639	0.1655	0.22356495468277943
3007.87	0.1656	0.22342995169082125
3008.101	0.1665	0.2222222222222222
3008.332	0.1674	0.22700119474313024
3008.564	0.1681	0.22605591909577633
3008.796	0.1688	0.22511848341232227
3009.028	0.1703	0.2231356429829712
3009.26	0.172	0.22093023255813954
3009.492	0.1731	0.22530329289428075
3009.725	0.1741	0.22400919012062032
3009.958	0.175	0.22285714285714286
3010.192	0.1759	0.22171688459351904
3010.425	0.1765	0.2209631728045326
3010.659	0.1768	0.22058823529411764
3010.893	0.1775	0.22535211267605634
3011.128	0.1791	0.22333891680625348
3011.362	0.1805	0.221606648199446
3011.597	0.1807	0.22136137244050913
3011.832	0.181	0.22099447513812157
3012.068	0.1811	0.22087244616234125
3012.303	0.1813	0.2206287920573635
3012.539	0.1811	0.22087244616234125
3012.776	0.1809	0.22111663902708678
3013.012	0.1795	0.22284122562674097
3013.249	0.1778	0.2249718785151856
3013.486	0.1773	0.22560631697687533
3013.723	0.1771	0.2258610954263128
3013.961	0.177	0.22598870056497178
3014.199	0.177	0.22598870056497178
3014.437	0.1768	0.22624434389140272
3014.676	0.1762	0.22701475595913737
3014.914	0.1761	0.2271436683702442
3015.153	0.1768	0.22624434389140272
3015.393	0.1772	0.22573363431151242
3015.632	0.177	0.22598870056497178
3015.872	0.1769	0.22611644997173544
3016.112	0.1771	0.2258610954263128
3016.352	0.1775	0.22535211267605634
3016.593	0.1783	0.22434099831744253
3016.834	0.1791	0.22333891680625348
3017.075	0.1793	0.2230897936419409
3017.316	0.1795	0.22284122562674097
3017.558	0.1787	0.2238388360380526
3017.8	0.1779	0.2304665542439573
3018.042	0.1796	0.22828507795100222
3018.284	0.1815	0.22589531680440772
3018.527	0.1823	0.22490400438837083
3018.77	0.183	0.22404371584699456
3019.013	0.1836	0.2233115468409586
3019.256	0.1842	0.2225841476655809
3019.5	0.1841	0.22813688212927757
3019.744	0.1838	0.22850924918389556
3019.988	0.1846	0.22751895991332613
3020.232	0.1859	0.22592791823561054
3020.477	0.1876	0.2238805970149254
3020.722	0.1894	0.22175290390707497
3020.967	0.1902	0.22082018927444796
3021.212	0.1904	0.22058823529411764
3021.458	0.1903	0.2207041513399895
3021.703	0.1901	0.22093634928984748
3021.949	0.1897	0.22140221402214022
3022.195	0.1892	0.22198731501057084
3022.441	0.189	0.22222222222222224
3022.688	0.1891	0.22210470650449501
3022.935	0.1895	0.2216358839050132
3023.181	0.1903	0.2207041513399895
3023.428	0.1904	0.22058823529411764
3023.676	0.1889	0.2223398623610376
3023.923	0.1875	0.224
3024.17	0.1863	0.22544283413848634
3024.418	0.1856	0.22629310344827588
3024.666	0.1854	0.22114347357065803
3024.914	0.185	0.22162162162162163
3025.162	0.1843	0.22246337493217583
3025.41	0.1836	0.2233115468409586
3025.658	0.1831	0.2239213544511196
3025.907	0.1829	0.2241662110442865
3026.156	0.1831	0.2239213544511196
3026.404	0.1828	0.22428884026258208
3026.653	0.1818	0.22002200220022003
3026.902	0.1813	0.2206287920573635
3027.151	0.1816	0.22026431718061673
3027.4	0.1818	0.22002200220022003
3027.649	0.1817	0.22014309301045681
3027.899	0.1815	0.22038567493112948
3028.148	0.1809	0.22111663902708678
3028.397	0.1806	0.22148394241417496
3028.647	0.1804	0.22172949002217296
3028.896	0.1803	0.22185246810870773
3029.146	0.1803	0.22185246810870773
3029.395	0.18	0.22222222222222224
3029.645	0.1794	0.21739130434782608
3029.895	0.1792	0.21763392857142858
3030.144	0.1797	0.21702838063439064
3030.394	0.1798	0.21690767519466075
3030.643	0.1792	0.21763392857142858
3030.893	0.1786	0.21836506159014557
3031.143	0.1777	0.21947101857062465
3031.392	0.1772	0.2200902934537246
3031.642	0.1774	0.21984216459977451
3031.891	0.178	0.21910112359550563
3032.14	0.179	0.223463687150838
3032.39	0.18	0.22222222222222224
3032.639	0.1808	0.22123893805309736
3032.888	0.1814	0.2205071664829107
3033.137	0.1816	0.22026431718061673
3033.386	0.1815	0.22038567493112948
3033.635	0.1812	0.2207505518763797
3033.884	0.181	0.22099447513812157
3034.133	0.1812	0.2207505518763797
3034.381	0.1813	0.2206287920573635
3034.629	0.1812	0.2207505518763797
3034.878	0.1813	0.2206287920573635
3035.126	0.1818	0.22002200220022003
3035.373	0.1821	0.21965952773201536
3035.621	0.182	0.2197802197802198
3035.869	0.1816	0.22026431718061673
3036.116	0.181	0.2265193370165746
3036.363	0.1802	0.22752497225305218
3036.61	0.1793	0.22866703848298942
3036.856	0.1787	0.22943480693900392
3037.103	0.1791	0.22892238972640983
3037.349	0.1796	0.22828507795100222
3037.594	0.1803	0.22185246810870773
3037.84	0.1808	0.22123893805309736
3038.085	0.1807	0.22136137244050913
3038.33	0.1805	0.221606648199446
3038.575	0.1796	0.22271714922048996
3038.819	0.1786	0.22396416573348263
3039.063	0.1765	0.22662889518413598
3039.307	0.1744	0.22935779816513763
3039.55	0.1735	0.23054755043227668
3039.793	0.1725	0.23188405797101452
3040.035	0.1723	0.2321532211259431
3040.277	0.1721	0.22661243463102848
3040.519	0.1716	0.22727272727272727
3040.76	0.1711	0.22793687901811804
3041.001	0.1692	0.23049645390070925
3041.242	0.167	0.2335329341317365
3041.482	0.1662	0.23465703971119137
3041.721	0.1656	0.23550724637681159
3041.96	0.1654	0.2357920193470375
3042.199	0.1654	0.2357920193470375
3042.437	0.1654	0.2357920193470375
3042.675	0.1653	0.23593466424682397
3042.912	0.1656	0.23550724637681159
3043.148	0.1663	0.23451593505712567
3043.384	0.1669	0.2336728579988017
3043.62	0.1675	0.23283582089552238
3043.855	0.1677	0.23255813953488375
3044.089	0.1669	0.2336728579988017
3044.323	0.1663	0.23451593505712567
3044.556	0.1664	0.234375
3044.789	0.1666	0.234093637454982
3045.021	0.167	0.2335329341317365
3045.253	0.1673	0.23311416616855946
3045.484	0.1676	0.23269689737470167
3045.714	0.1679	0.23228111971411555
3045.944	0.1676	0.23269689737470167
3046.173	0.167	0.2335329341317365
3046.401	0.1658	0.23522316043425814
3046.629	0.1639	0.23794996949359368
3046.856	0.1626	0.23985239852398524
3047.083	0.1621	0.24059222702035782
3047.309	0.1617	0.2411873840445269
3047.534	0.1617	0.23500309214594928
3047.758	0.1616	0.23514851485148516
3047.983	0.1614	0.23543990086741018
3048.206	0.1611	0.23587833643699566
3048.429	0.1602	0.2372034956304619
3048.651	0.1591	0.23884349465744814
3048.872	0.1581	0.24035420619860848
3049.093	0.1574	0.241423125794155
3049.313	0.1569	0.24219247928616952
3049.533	0.1573	0.24157660521296884
3049.752	0.1576	0.24111675126903553
3049.97	0.1581	0.24035420619860848
3050.188	0.1586	0.23959646910466584
3050.405	0.1587	0.23944549464398235
3050.622	0.1586	0.23959646910466584
3050.837	0.1583	0.24005053695514844
3051.053	0.1577	0.24096385542168672
3051.267	0.157	0.24203821656050956
3051.481	0.157	0.2484076433121019
3051.695	0.157	0.2484076433121019
3051.908	0.1571	0.24824952259707195
3052.12	0.1572	0.2480916030534351
3052.332	0.1572	0.2480916030534351
3052.543	0.1567	0.24888321633694957
3052.753	0.1563	0.24952015355086374
3052.963	0.1566	0.24904214559386975
3053.172	0.157	0.2484076433121019
3053.381	0.157	0.2484076433121019
3053.59	0.1566	0.24904214559386975
3053.797	0.1563	0.24952015355086374
3054.004	0.1562	0.2496798975672215
3054.211	0.1562	0.2496798975672215
3054.417	0.1566	0.2554278416347382
3054.623	0.1573	0.25429116338207247
3054.828	0.158	0.25316455696202533
3055.033	0.1588	0.2518891687657431
3055.237	0.1596	0.25062656641604014
3055.44	0.1599	0.25015634771732337
3055.644	0.1601	0.249843847595253
3055.846	0.1602	0.24968789013732834
3056.049	0.1601	0.249843847595253
3056.25	0.16	0.25
3056.452	0.1598	0.2503128911138924
3056.653	0.1596	0.2568922305764411
3056.853	0.1594	0.2572145545796738
3057.053	0.1592	0.25753768844221103
3057.253	0.1591	0.251414204902577
3057.452	0.1585	0.25236593059936907
3057.651	0.1578	0.2534854245880862
3057.85	0.1574	0.2541296060991105
3058.048	0.1573	0.25429116338207247
3058.246	0.1573	0.25429116338207247
3058.443	0.1564	0.25575447570332477
3058.64	0.1553	0.25756600128783
3058.837	0.1546	0.258732212160414
3059.034	0.1544	0.25906735751295334
3059.23	0.1542	0.2594033722438392
3059.426	0.1539	0.2599090318388564
3059.622	0.1536	0.2604166666666667
3059.817	0.1532	0.26109660574412535
3060.013	0.1527	0.26195153896529144
3060.208	0.1521	0.26298487836949375
3060.402	0.1526	0.2621231979030144
3060.597	0.1534	0.2607561929595828
3060.791	0.154	0.25974025974025977
3060.986	0.1539	0.2599090318388564
3061.18	0.1538	0.26007802340702213
3061.374	0.154	0.25974025974025977
3061.567	0.1544	0.25906735751295334
3061.761	0.1548	0.2583979328165375
3061.954	0.1553	0.25756600128783
3062.148	0.1558	0.25673940949935814
3062.341	0.1561	0.2562459961563101
3062.535	0.1563	0.2559181062060141
3062.728	0.1564	0.25575447570332477
3062.921	0.1561	0.2562459961563101
3063.114	0.1558	0.25673940949935814
3063.307	0.1554	0.2574002574002574
3063.5	0.1563	0.2559181062060141
3063.694	0.1572	0.2544529262086514
3063.887	0.1573	0.25429116338207247
3064.08	0.1569	0.25493945188017847
3064.274	0.1566	0.2554278416347382
3064.467	0.1571	0.25461489497135587
3064.661	0.1576	0.24746192893401017
3064.854	0.1575	0.24761904761904763
3065.048	0.1568	0.24872448979591838
3065.242	0.1561	0.24983984625240233
3065.436	0.1557	0.2504816955684008
3065.631	0.1553	0.2511268512556343
3065.825	0.1551	0.2514506769825919
3066.02	0.1553	0.2511268512556343
3066.215	0.1554	0.25096525096525096
3066.411	0.1561	0.24343369634849457
3066.606	0.1569	0.24219247928616952
3066.802	0.1572	0.24173027989821882
3066.998	0.1562	0.24327784891165172
3067.195	0.1552	0.24484536082474226
3067.392	0.1547	0.2456367162249515
3067.589	0.1543	0.24627349319507452
3067.787	0.1539	0.24041585445094216
3067.985	0.1536	0.24088541666666669
3068.183	0.1533	0.24135681669928247
3068.382	0.1525	0.2426229508196721
3068.581	0.1514	0.24438573315719944
3068.781	0.1505	0.23920265780730895
3068.981	0.1505	0.23920265780730895
3069.182	0.1506	0.23904382470119517
3069.383	0.1501	0.2398401065956029
3069.584	0.1493	0.24112525117213665
3069.786	0.1487	0.242098184263618
3069.988	0.1491	0.24144869215291748
3070.191	0.1496	0.23395721925133692
3070.394	0.1497	0.23380093520374085
3070.598	0.1496	0.23395721925133692
3070.803	0.1496	0.23395721925133692
3071.007	0.1498	0.23364485981308417
3071.213	0.15	0.23333333333333336
3071.419	0.1498	0.23364485981308417
3071.625	0.1495	0.23411371237458198
3071.832	0.1492	0.2345844504021448
3072.039	0.1489	0.2350570852921424
3072.247	0.1486	0.23553162853297444
3072.456	0.1481	0.2363268062120189
3072.665	0.1476	0.23035230352303523
3072.874	0.1475	0.23050847457627122
3073.084	0.1476	0.23035230352303523
3073.295	0.1474	0.23066485753052918
3073.506	0.146	0.23287671232876717
3073.717	0.1446	0.2351313969571231
3073.929	0.1442	0.2357836338418863
3074.142	0.1439	0.236275191104934
3074.355	0.1438	0.22948539638386647
3074.568	0.1437	0.22964509394572027
3074.782	0.1437	0.22964509394572027
3074.996	0.1437	0.22964509394572027
3075.211	0.1437	0.22964509394572027
3075.426	0.1438	0.22948539638386647
3075.642	0.1439	0.2293259207783183
3075.858	0.1441	0.22900763358778625
3076.074	0.1443	0.22869022869022868
3076.291	0.1444	0.22853185595567868
3076.508	0.1445	0.22145328719723187
3076.726	0.1445	0.22145328719723187
3076.944	0.1444	0.22160664819944598
3077.162	0.1442	0.22191400832177532
3077.38	0.1438	0.22253129346314324
3077.599	0.1434	0.22315202231520223
3077.819	0.143	0.2237762237762238
3078.038	0.143	0.2237762237762238
3078.258	0.1429	0.22393282015395383
3078.478	0.1427	0.22424667133847234
3078.698	0.1425	0.22456140350877196
3078.919	0.1439	0.22237665045170257
3079.14	0.1457	0.21962937542896363
3079.361	0.1471	0.21753908905506458
3079.582	0.1483	0.21577882670262982
3079.803	0.1492	0.21447721179624665
3080.025	0.1492	0.22117962466487937
3080.247	0.1492	0.22117962466487937
3080.469	0.1509	0.21868787276341947
3080.691	0.1527	0.21611001964636542
3080.913	0.1539	0.21442495126705652
3081.135	0.1549	0.21949644932214332
3081.358	0.1559	0.21808851828094933
3081.58	0.1568	0.21683673469387757
3081.803	0.1579	0.21532615579480685
3082.026	0.1594	0.2132998745294856
3082.249	0.1609	0.21131137352392793
3082.472	0.1606	0.21170610211706103
3082.695	0.1603	0.21210230817217718
3082.918	0.16	0.21875000000000003
3083.141	0.1596	0.21929824561403513
3083.364	0.1597	0.21916092673763307
3083.587	0.1604	0.2182044887780549
3083.81	0.1609	0.21752641392169053
3084.033	0.1611	0.21725636250775918
3084.256	0.1613	0.21698698078115317
3084.479	0.1618	0.21631644004944378
3084.701	0.1623	0.21565003080714729
3084.924	0.1625	0.2153846153846154
3085.147	0.1627	0.215119852489244
3085.369	0.1624	0.2155172413793104
3085.592	0.1618	0.21631644004944378
3085.814	0.1614	0.2106567534076828
3086.036	0.1613	0.21078735275883448
3086.258	0.1612	0.2109181141439206
3086.48	0.161	0.2111801242236025
3086.702	0.1608	0.21144278606965175
3086.923	0.161	0.2111801242236025
3087.145	0.1611	0.21104903786468035
3087.366	0.1607	0.21157436216552583
3087.587	0.1599	0.21263289555972487
3087.807	0.1592	0.2135678391959799
3088.028	0.1587	0.2142407057340895
3088.248	0.1583	0.21478205938092232
3088.468	0.1581	0.21505376344086025
3088.688	0.158	0.21518987341772153
3088.907	0.1596	0.2130325814536341
3089.126	0.1616	0.21039603960396042
3089.345	0.1628	0.21498771498771502
3089.563	0.1632	0.2144607843137255
3089.781	0.1638	0.2136752136752137
3089.999	0.1648	0.21237864077669905
3090.217	0.1657	0.21122510561255284
3090.434	0.1653	0.21778584392014516
3090.65	0.1647	0.21857923497267756
3090.867	0.1653	0.21778584392014516
3091.083	0.1664	0.21634615384615383
3091.298	0.1676	0.21479713603818615
3091.513	0.169	0.21301775147928992
3091.728	0.1704	0.2112676056338028
3091.942	0.1703	0.21139166177334115
3092.156	0.1702	0.21151586368977673
3092.37	0.1691	0.2128917800118273
3092.583	0.1677	0.2146690518783542
3092.796	0.1667	0.21595680863827235
3093.008	0.1665	0.2162162162162162
3093.22	0.1662	0.21660649819494585
3093.431	0.1652	0.21791767554479416
3093.642	0.1642	0.21924482338611445
3093.853	0.1642	0.21924482338611445
3094.063	0.1644	0.218978102189781
3094.273	0.1643	0.21911138161898963
3094.482	0.1638	0.21978021978021975
3094.691	0.1633	0.2204531537048377
3094.899	0.1626	0.22140221402214022
3095.107	0.1618	0.21631644004944378
3095.314	0.1612	0.21712158808933002
3095.521	0.1608	0.2176616915422886
3095.728	0.1605	0.2180685358255452
3095.934	0.1595	0.219435736677116
3096.14	0.1586	0.22068095838587645
3096.345	0.1579	0.22165927802406588
3096.55	0.1575	0.22222222222222224
3096.754	0.157	0.22292993630573252
3096.958	0.1566	0.22349936143039595
3097.161	0.1562	0.22407170294494239
3097.364	0.156	0.22435897435897437
3097.567	0.1559	0.22450288646568314
3097.769	0.1558	0.22464698331193841
3097.971	0.1554	0.22522522522522523
3098.172	0.155	0.22580645161290325
3098.373	0.1545	0.226537216828479
3098.574	0.1539	0.22742040285899937
3098.774	0.1532	0.2284595300261097
3098.974	0.1525	0.2295081967213115
3099.173	0.1518	0.23056653491436105
3099.372	0.1516	0.23087071240105542
3099.57	0.1515	0.23102310231023104
3099.769	0.1513	0.23132848645076012
