#ice dated horizons for WDC. From WAIS WD2014 Chronology. https://doi.pangaea.de/10.1594/PANGAEA.902577		
#depth (m) 	Cal age [a BP] (ice age)	Cal age std e
2348.761	16014	160.1
2348.834	16015	160.2
2348.886	16016	160.2
2348.952	16017	160.2
2349.026	16018	160.2
2349.079	16019	160.2
2349.139	16020	160.2
2349.195	16021	160.2
2349.263	16022	160.2
2349.309	16023	160.2
2349.378	16024	160.2
2349.435	16025	160.3
2349.505	16026	160.3
2349.567	16027	160.3
2349.622	16028	160.3
2349.677	16029	160.3
2349.729	16030	160.3
2349.793	16031	160.3
2349.845	16032	160.3
2349.909	16033	160.3
2349.965	16034	160.3
2350.021	16035	160.4
2350.091	16036	160.4
2350.151	16037	160.4
2350.211	16038	160.4
2350.27	16039	160.4
2350.318	16040	160.4
2350.383	16041	160.4
2350.439	16042	160.4
2350.492	16043	160.4
2350.535	16044	160.4
2350.59	16045	160.5
2350.648	16046	160.5
2350.716	16047	160.5
2350.782	16048	160.5
2350.835	16049	160.5
2350.906	16050	160.5
2350.966	16051	160.5
2351.036	16052	160.5
2351.104	16053	160.5
2351.151	16054	160.5
2351.211	16055	160.6
2351.285	16056	160.6
2351.354	16057	160.6
2351.416	16058	160.6
2351.456	16059	160.6
2351.506	16060	160.6
2351.571	16061	160.6
2351.641	16062	160.6
2351.715	16063	160.6
2351.755	16064	160.6
2351.816	16065	160.7
2351.887	16066	160.7
2351.933	16067	160.7
2351.984	16068	160.7
2352.048	16069	160.7
2352.103	16070	160.7
2352.159	16071	160.7
2352.227	16072	160.7
2352.287	16073	160.7
2352.347	16074	160.7
2352.399	16075	160.8
2352.448	16076	160.8
2352.508	16077	160.8
2352.555	16078	160.8
2352.628	16079	160.8
2352.697	16080	160.8
2352.764	16081	160.8
2352.813	16082	160.8
2352.856	16083	160.8
2352.926	16084	160.8
2352.982	16085	160.9
2353.058	16086	160.9
2353.127	16087	160.9
2353.203	16088	160.9
2353.269	16089	160.9
2353.338	16090	160.9
2353.397	16091	160.9
2353.451	16092	160.9
2353.514	16093	160.9
2353.566	16094	160.9
2353.629	16095	161
2353.691	16096	161
2353.756	16097	161
2353.793	16098	161
2353.857	16099	161
2353.933	16100	161
2353.99	16101	161
2354.043	16102	161
2354.089	16103	161
2354.135	16104	161
2354.201	16105	161.1
2354.275	16106	161.1
2354.326	16107	161.1
2354.374	16108	161.1
2354.415	16109	161.1
2354.464	16110	161.1
2354.529	16111	161.1
2354.599	16112	161.1
2354.644	16113	161.1
2354.701	16114	161.1
2354.747	16115	161.2
2354.798	16116	161.2
2354.83	16117	161.2
2354.899	16118	161.2
2354.94	16119	161.2
2354.987	16120	161.2
2355.053	16121	161.2
2355.103	16122	161.2
2355.139	16123	161.2
2355.206	16124	161.2
2355.267	16125	161.3
2355.339	16126	161.3
2355.389	16127	161.3
2355.448	16128	161.3
2355.505	16129	161.3
2355.555	16130	161.3
2355.631	16131	161.3
2355.693	16132	161.3
2355.755	16133	161.3
2355.818	16134	161.3
2355.867	16135	161.4
2355.931	16136	161.4
2355.978	16137	161.4
2356.041	16138	161.4
2356.106	16139	161.4
2356.178	16140	161.4
2356.238	16141	161.4
2356.298	16142	161.4
2356.349	16143	161.4
2356.383	16144	161.4
2356.431	16145	161.5
2356.488	16146	161.5
2356.538	16147	161.5
2356.586	16148	161.5
2356.649	16149	161.5
2356.702	16150	161.5
2356.768	16151	161.5
2356.825	16152	161.5
2356.884	16153	161.5
2356.963	16154	161.5
2357.021	16155	161.6
2357.068	16156	161.6
2357.13	16157	161.6
2357.174	16158	161.6
2357.222	16159	161.6
2357.276	16160	161.6
2357.327	16161	161.6
2357.384	16162	161.6
2357.44	16163	161.6
2357.494	16164	161.6
2357.562	16165	161.7
2357.626	16166	161.7
2357.691	16167	161.7
2357.756	16168	161.7
2357.818	16169	161.7
2357.851	16170	161.7
2357.92	16171	161.7
2357.987	16172	161.7
2358.051	16173	161.7
2358.118	16174	161.7
2358.166	16175	161.8
2358.226	16176	161.8
2358.287	16177	161.8
2358.354	16178	161.8
2358.4	16179	161.8
2358.454	16180	161.8
2358.509	16181	161.8
2358.58	16182	161.8
2358.646	16183	161.8
2358.686	16184	161.8
2358.739	16185	161.9
2358.809	16186	161.9
2358.868	16187	161.9
2358.925	16188	161.9
2358.989	16189	161.9
2359.051	16190	161.9
2359.099	16191	161.9
2359.145	16192	161.9
2359.196	16193	161.9
2359.249	16194	161.9
2359.298	16195	162
2359.354	16196	162
2359.393	16197	162
2359.458	16198	162
2359.497	16199	162
2359.534	16200	162
2359.586	16201	162
2359.633	16202	162
2359.685	16203	162
2359.727	16204	162
2359.766	16205	162.1
2359.822	16206	162.1
2359.856	16207	162.1
2359.884	16208	162.1
2359.923	16209	162.1
2359.959	16210	162.1
2360.013	16211	162.1
2360.051	16212	162.1
2360.116	16213	162.1
2360.164	16214	162.1
2360.209	16215	162.2
2360.253	16216	162.2
2360.296	16217	162.2
2360.34	16218	162.2
2360.397	16219	162.2
2360.451	16220	162.2
2360.508	16221	162.2
2360.56	16222	162.2
2360.598	16223	162.2
2360.651	16224	162.2
2360.698	16225	162.3
2360.74	16226	162.3
2360.77	16227	162.3
2360.824	16228	162.3
2360.88	16229	162.3
2360.922	16230	162.3
2360.976	16231	162.3
2361.031	16232	162.3
2361.088	16233	162.3
2361.134	16234	162.3
2361.178	16235	162.4
2361.216	16236	162.4
2361.261	16237	162.4
2361.301	16238	162.4
2361.346	16239	162.4
2361.389	16240	162.4
2361.44	16241	162.4
2361.505	16242	162.4
2361.571	16243	162.4
2361.63	16244	162.4
2361.669	16245	162.5
2361.699	16246	162.5
2361.73	16247	162.5
2361.787	16248	162.5
2361.849	16249	162.5
2361.893	16250	162.5
2361.945	16251	162.5
2362.009	16252	162.5
2362.077	16253	162.5
2362.138	16254	162.5
2362.199	16255	162.6
2362.243	16256	162.6
2362.307	16257	162.6
2362.36	16258	162.6
2362.412	16259	162.6
2362.464	16260	162.6
2362.528	16261	162.6
2362.573	16262	162.6
2362.615	16263	162.6
2362.663	16264	162.6
2362.705	16265	162.7
2362.743	16266	162.7
2362.778	16267	162.7
2362.832	16268	162.7
2362.878	16269	162.7
2362.939	16270	162.7
2363.001	16271	162.7
2363.045	16272	162.7
2363.101	16273	162.7
2363.167	16274	162.7
2363.221	16275	162.8
2363.281	16276	162.8
2363.334	16277	162.8
2363.39	16278	162.8
2363.434	16279	162.8
2363.499	16280	162.8
2363.553	16281	162.8
2363.613	16282	162.8
2363.645	16283	162.8
2363.696	16284	162.8
2363.761	16285	162.9
2363.804	16286	162.9
2363.862	16287	162.9
2363.925	16288	162.9
2363.985	16289	162.9
2364.044	16290	162.9
2364.09	16291	162.9
2364.149	16292	162.9
2364.189	16293	162.9
2364.228	16294	162.9
2364.288	16295	163
2364.338	16296	163
2364.378	16297	163
2364.44	16298	163
2364.493	16299	163
2364.554	16300	163
2364.616	16301	163
2364.684	16302	163
2364.743	16303	163
2364.807	16304	163
2364.867	16305	163.1
2364.927	16306	163.1
2364.979	16307	163.1
2365.016	16308	163.1
2365.073	16309	163.1
2365.142	16310	163.1
2365.194	16311	163.1
2365.249	16312	163.1
2365.285	16313	163.1
2365.334	16314	163.1
2365.397	16315	163.2
2365.457	16316	163.2
2365.52	16317	163.2
2365.583	16318	163.2
2365.645	16319	163.2
2365.702	16320	163.2
2365.737	16321	163.2
2365.783	16322	163.2
2365.828	16323	163.2
2365.877	16324	163.2
2365.929	16325	163.3
2365.991	16326	163.3
2366.039	16327	163.3
2366.09	16328	163.3
2366.146	16329	163.3
2366.206	16330	163.3
2366.254	16331	163.3
2366.294	16332	163.3
2366.343	16333	163.3
2366.393	16334	163.3
2366.452	16335	163.4
2366.492	16336	163.4
2366.543	16337	163.4
2366.593	16338	163.4
2366.639	16339	163.4
2366.696	16340	163.4
2366.757	16341	163.4
2366.823	16342	163.4
2366.871	16343	163.4
2366.924	16344	163.4
2366.987	16345	163.5
2367.057	16346	163.5
2367.104	16347	163.5
2367.157	16348	163.5
2367.198	16349	163.5
2367.237	16350	163.5
2367.287	16351	163.5
2367.33	16352	163.5
2367.375	16353	163.5
2367.418	16354	163.5
2367.468	16355	163.6
2367.518	16356	163.6
2367.566	16357	163.6
2367.618	16358	163.6
2367.662	16359	163.6
2367.727	16360	163.6
2367.797	16361	163.6
2367.852	16362	163.6
2367.912	16363	163.6
2367.973	16364	163.6
2368.044	16365	163.7
2368.112	16366	163.7
2368.175	16367	163.7
2368.238	16368	163.7
2368.296	16369	163.7
2368.339	16370	163.7
2368.37	16371	163.7
2368.405	16372	163.7
2368.456	16373	163.7
2368.502	16374	163.7
2368.547	16375	163.8
2368.591	16376	163.8
2368.638	16377	163.8
2368.686	16378	163.8
2368.738	16379	163.8
2368.791	16380	163.8
2368.841	16381	163.8
2368.889	16382	163.8
2368.947	16383	163.8
2369.002	16384	163.8
2369.04	16385	163.9
2369.092	16386	163.9
2369.143	16387	163.9
2369.176	16388	163.9
2369.223	16389	163.9
2369.279	16390	163.9
2369.323	16391	163.9
2369.387	16392	163.9
2369.433	16393	163.9
2369.491	16394	163.9
2369.526	16395	164
2369.579	16396	164
2369.635	16397	164
2369.678	16398	164
2369.724	16399	164
2369.756	16400	164
2369.803	16401	164
2369.863	16402	164
2369.924	16403	164
2369.966	16404	164
2370.025	16405	164.1
2370.075	16406	164.1
2370.121	16407	164.1
2370.178	16408	164.1
2370.235	16409	164.1
2370.291	16410	164.1
2370.342	16411	164.1
2370.38	16412	164.1
2370.431	16413	164.1
2370.482	16414	164.1
2370.527	16415	164.2
2370.565	16416	164.2
2370.616	16417	164.2
2370.667	16418	164.2
2370.707	16419	164.2
2370.75	16420	164.2
2370.788	16421	164.2
2370.83	16422	164.2
2370.871	16423	164.2
2370.926	16424	164.2
2370.973	16425	164.3
2371.018	16426	164.3
2371.076	16427	164.3
2371.132	16428	164.3
2371.186	16429	164.3
2371.238	16430	164.3
2371.301	16431	164.3
2371.36	16432	164.3
2371.412	16433	164.3
2371.467	16434	164.3
2371.514	16435	164.4
2371.56	16436	164.4
2371.59	16437	164.4
2371.636	16438	164.4
2371.68	16439	164.4
2371.718	16440	164.4
2371.777	16441	164.4
2371.815	16442	164.4
2371.883	16443	164.4
2371.947	16444	164.4
2372.006	16445	164.5
2372.058	16446	164.5
2372.109	16447	164.5
2372.139	16448	164.5
2372.183	16449	164.5
2372.24	16450	164.5
2372.282	16451	164.5
2372.312	16452	164.5
2372.374	16453	164.5
2372.41	16454	164.5
2372.454	16455	164.6
2372.523	16456	164.6
2372.565	16457	164.6
2372.61	16458	164.6
2372.663	16459	164.6
2372.712	16460	164.6
2372.754	16461	164.6
2372.791	16462	164.6
2372.83	16463	164.6
2372.886	16464	164.6
2372.95	16465	164.7
2373.011	16466	164.7
2373.051	16467	164.7
2373.097	16468	164.7
2373.149	16469	164.7
2373.19	16470	164.7
2373.235	16471	164.7
2373.289	16472	164.7
2373.349	16473	164.7
2373.411	16474	164.7
2373.447	16475	164.8
2373.5	16476	164.8
2373.544	16477	164.8
2373.578	16478	164.8
2373.624	16479	164.8
2373.668	16480	164.8
2373.713	16481	164.8
2373.761	16482	164.8
2373.812	16483	164.8
2373.868	16484	164.8
2373.928	16485	164.9
2373.988	16486	164.9
2374.047	16487	164.9
2374.088	16488	164.9
2374.14	16489	164.9
2374.199	16490	164.9
2374.233	16491	164.9
2374.268	16492	164.9
2374.32	16493	164.9
2374.356	16494	164.9
2374.403	16495	165
2374.444	16496	165
2374.481	16497	165
2374.523	16498	165
2374.59	16499	165
2374.639	16500	165
2374.688	16501	165
2374.728	16502	165
2374.77	16503	165
2374.825	16504	165
2374.885	16505	165.1
2374.945	16506	165.1
2374.983	16507	165.1
2375.043	16508	165.1
2375.092	16509	165.1
2375.148	16510	165.1
2375.203	16511	165.1
2375.259	16512	165.1
2375.321	16513	165.1
2375.376	16514	165.1
2375.424	16515	165.2
2375.46	16516	165.2
2375.505	16517	165.2
2375.553	16518	165.2
2375.599	16519	165.2
2375.645	16520	165.2
2375.68	16521	165.2
2375.716	16522	165.2
2375.768	16523	165.2
2375.818	16524	165.2
2375.857	16525	165.3
2375.905	16526	165.3
2375.954	16527	165.3
2375.997	16528	165.3
2376.049	16529	165.3
2376.103	16530	165.3
2376.161	16531	165.3
2376.201	16532	165.3
2376.238	16533	165.3
2376.286	16534	165.3
2376.35	16535	165.4
2376.408	16536	165.4
2376.449	16537	165.4
2376.496	16538	165.4
2376.529	16539	165.4
2376.569	16540	165.4
2376.608	16541	165.4
2376.655	16542	165.4
2376.69	16543	165.4
2376.737	16544	165.4
2376.784	16545	165.5
2376.829	16546	165.5
2376.874	16547	165.5
2376.908	16548	165.5
2376.943	16549	165.5
2377.002	16550	165.5
2377.055	16551	165.5
2377.102	16552	165.5
2377.138	16553	165.5
2377.185	16554	165.5
2377.235	16555	165.6
2377.28	16556	165.6
2377.324	16557	165.6
2377.373	16558	165.6
2377.424	16559	165.6
2377.469	16560	165.6
2377.535	16561	165.6
2377.594	16562	165.6
2377.647	16563	165.6
2377.706	16564	165.6
2377.742	16565	165.7
2377.797	16566	165.7
2377.85	16567	165.7
2377.907	16568	165.7
2377.975	16569	165.7
2378.024	16570	165.7
2378.075	16571	165.7
2378.103	16572	165.7
2378.146	16573	165.7
2378.202	16574	165.7
2378.261	16575	165.8
2378.319	16576	165.8
2378.369	16577	165.8
2378.429	16578	165.8
2378.465	16579	165.8
2378.491	16580	165.8
2378.535	16581	165.8
2378.575	16582	165.8
2378.627	16583	165.8
2378.662	16584	165.8
2378.721	16585	165.9
2378.782	16586	165.9
2378.828	16587	165.9
2378.891	16588	165.9
2378.939	16589	165.9
2378.986	16590	165.9
2379.034	16591	165.9
2379.08	16592	165.9
2379.124	16593	165.9
2379.191	16594	165.9
2379.223	16595	166
2379.272	16596	166
2379.313	16597	166
2379.382	16598	166
2379.429	16599	166
2379.471	16600	166
2379.518	16601	166
2379.559	16602	166
2379.611	16603	166
2379.67	16604	166
2379.734	16605	166.1
2379.789	16606	166.1
2379.844	16607	166.1
2379.895	16608	166.1
2379.961	16609	166.1
2380.02	16610	166.1
2380.086	16611	166.1
2380.149	16612	166.1
2380.204	16613	166.1
2380.252	16614	166.1
2380.307	16615	166.2
2380.376	16616	166.2
2380.45	16617	166.2
2380.506	16618	166.2
2380.575	16619	166.2
2380.631	16620	166.2
2380.676	16621	166.2
2380.734	16622	166.2
2380.768	16623	166.2
2380.828	16624	166.2
2380.884	16625	166.3
2380.964	16626	166.3
2381.014	16627	166.3
2381.075	16628	166.3
2381.129	16629	166.3
2381.176	16630	166.3
2381.221	16631	166.3
2381.267	16632	166.3
2381.313	16633	166.3
2381.372	16634	166.3
2381.419	16635	166.4
2381.475	16636	166.4
2381.516	16637	166.4
2381.567	16638	166.4
2381.603	16639	166.4
2381.659	16640	166.4
2381.709	16641	166.4
2381.765	16642	166.4
2381.822	16643	166.4
2381.881	16644	166.4
2381.945	16645	166.5
2382.003	16646	166.5
2382.062	16647	166.5
2382.11	16648	166.5
2382.145	16649	166.5
2382.188	16650	166.5
2382.248	16651	166.5
2382.296	16652	166.5
2382.35	16653	166.5
2382.401	16654	166.5
2382.449	16655	166.6
2382.492	16656	166.6
2382.557	16657	166.6
2382.625	16658	166.6
2382.671	16659	166.6
2382.709	16660	166.6
2382.75	16661	166.6
2382.806	16662	166.6
2382.862	16663	166.6
2382.918	16664	166.6
2382.968	16665	166.7
2383.01	16666	166.7
2383.047	16667	166.7
2383.101	16668	166.7
2383.158	16669	166.7
2383.195	16670	166.7
2383.246	16671	166.7
2383.297	16672	166.7
2383.346	16673	166.7
2383.399	16674	166.7
2383.455	16675	166.8
2383.497	16676	166.8
2383.546	16677	166.8
2383.594	16678	166.8
2383.632	16679	166.8
2383.691	16680	166.8
2383.756	16681	166.8
2383.802	16682	166.8
2383.847	16683	166.8
2383.91	16684	166.8
2383.956	16685	166.9
2384.011	16686	166.9
2384.057	16687	166.9
2384.107	16688	166.9
2384.146	16689	166.9
2384.181	16690	166.9
2384.246	16691	166.9
2384.285	16692	166.9
2384.347	16693	166.9
2384.38	16694	166.9
2384.413	16695	167
2384.443	16696	167
2384.503	16697	167
2384.535	16698	167
2384.575	16699	167
2384.613	16700	167
2384.667	16701	167
2384.709	16702	167
2384.748	16703	167
2384.78	16704	167
2384.816	16705	167.1
2384.862	16706	167.1
2384.896	16707	167.1
2384.929	16708	167.1
2384.97	16709	167.1
2385.018	16710	167.1
2385.049	16711	167.1
2385.106	16712	167.1
2385.168	16713	167.1
2385.234	16714	167.1
2385.295	16715	167.2
2385.353	16716	167.2
2385.408	16717	167.2
2385.455	16718	167.2
2385.512	16719	167.2
2385.56	16720	167.2
2385.611	16721	167.2
2385.639	16722	167.2
2385.687	16723	167.2
2385.733	16724	167.2
2385.784	16725	167.3
2385.829	16726	167.3
2385.885	16727	167.3
2385.944	16728	167.3
2385.998	16729	167.3
2386.054	16730	167.3
2386.116	16731	167.3
2386.162	16732	167.3
2386.216	16733	167.3
2386.263	16734	167.3
2386.301	16735	167.4
2386.339	16736	167.4
2386.393	16737	167.4
2386.435	16738	167.4
2386.479	16739	167.4
2386.522	16740	167.4
2386.554	16741	167.4
2386.585	16742	167.4
2386.636	16743	167.4
2386.689	16744	167.4
2386.727	16745	167.5
2386.765	16746	167.5
2386.805	16747	167.5
2386.863	16748	167.5
2386.919	16749	167.5
2386.974	16750	167.5
2387.015	16751	167.5
2387.058	16752	167.5
2387.102	16753	167.5
2387.155	16754	167.5
2387.209	16755	167.6
2387.251	16756	167.6
2387.297	16757	167.6
2387.348	16758	167.6
2387.4	16759	167.6
2387.451	16760	167.6
2387.485	16761	167.6
2387.535	16762	167.6
2387.585	16763	167.6
2387.617	16764	167.6
2387.652	16765	167.7
2387.688	16766	167.7
2387.742	16767	167.7
2387.784	16768	167.7
2387.813	16769	167.7
2387.859	16770	167.7
2387.886	16771	167.7
2387.92	16772	167.7
2387.954	16773	167.7
2387.992	16774	167.7
2388.027	16775	167.8
2388.078	16776	167.8
2388.123	16777	167.8
2388.148	16778	167.8
2388.186	16779	167.8
2388.24	16780	167.8
2388.267	16781	167.8
2388.308	16782	167.8
2388.352	16783	167.8
2388.391	16784	167.8
2388.435	16785	167.9
2388.472	16786	167.9
2388.501	16787	167.9
2388.543	16788	167.9
2388.586	16789	167.9
2388.636	16790	167.9
2388.676	16791	167.9
2388.722	16792	167.9
2388.771	16793	167.9
2388.82	16794	167.9
2388.87	16795	168
2388.916	16796	168
2388.952	16797	168
2388.998	16798	168
2389.027	16799	168
2389.07	16800	168
2389.117	16801	168
2389.153	16802	168
2389.191	16803	168
2389.24	16804	168
2389.298	16805	168.1
2389.348	16806	168.1
2389.394	16807	168.1
2389.447	16808	168.1
2389.493	16809	168.1
2389.545	16810	168.1
2389.587	16811	168.1
2389.622	16812	168.1
2389.676	16813	168.1
2389.725	16814	168.1
2389.766	16815	168.2
2389.824	16816	168.2
2389.88	16817	168.2
2389.935	16818	168.2
2389.967	16819	168.2
2390.028	16820	168.2
2390.061	16821	168.2
2390.118	16822	168.2
2390.151	16823	168.2
2390.192	16824	168.2
2390.234	16825	168.3
2390.297	16826	168.3
2390.331	16827	168.3
2390.366	16828	168.3
2390.425	16829	168.3
2390.475	16830	168.3
2390.509	16831	168.3
2390.559	16832	168.3
2390.606	16833	168.3
2390.661	16834	168.3
2390.706	16835	168.4
2390.757	16836	168.4
2390.806	16837	168.4
2390.842	16838	168.4
2390.874	16839	168.4
2390.907	16840	168.4
2390.944	16841	168.4
2390.978	16842	168.4
2391.02	16843	168.4
2391.071	16844	168.4
2391.127	16845	168.5
2391.183	16846	168.5
2391.242	16847	168.5
2391.297	16848	168.5
2391.346	16849	168.5
2391.392	16850	168.5
2391.421	16851	168.5
2391.475	16852	168.5
2391.521	16853	168.5
2391.57	16854	168.5
2391.606	16855	168.6
2391.669	16856	168.6
2391.698	16857	168.6
2391.753	16858	168.6
2391.81	16859	168.6
2391.839	16860	168.6
2391.887	16861	168.6
2391.918	16862	168.6
2391.965	16863	168.6
2392.017	16864	168.6
2392.076	16865	168.7
2392.12	16866	168.7
2392.154	16867	168.7
2392.203	16868	168.7
2392.261	16869	168.7
2392.315	16870	168.7
2392.368	16871	168.7
2392.415	16872	168.7
2392.46	16873	168.7
2392.507	16874	168.7
2392.57	16875	168.8
2392.634	16876	168.8
2392.671	16877	168.8
2392.73	16878	168.8
2392.793	16879	168.8
2392.849	16880	168.8
2392.898	16881	168.8
2392.933	16882	168.8
2392.973	16883	168.8
2393.022	16884	168.8
2393.073	16885	168.9
2393.128	16886	168.9
2393.176	16887	168.9
2393.232	16888	168.9
2393.277	16889	168.9
2393.322	16890	168.9
2393.356	16891	168.9
2393.408	16892	168.9
2393.445	16893	168.9
2393.482	16894	168.9
2393.522	16895	169
2393.561	16896	169
2393.62	16897	169
2393.672	16898	169
2393.723	16899	169
2393.749	16900	169
2393.795	16901	169
2393.84	16902	169
2393.874	16903	169
2393.931	16904	169
2393.972	16905	169.1
2394.027	16906	169.1
2394.089	16907	169.1
2394.147	16908	169.1
2394.202	16909	169.1
2394.26	16910	169.1
2394.31	16911	169.1
2394.359	16912	169.1
2394.413	16913	169.1
2394.47	16914	169.1
2394.539	16915	169.2
2394.588	16916	169.2
2394.643	16917	169.2
2394.688	16918	169.2
2394.737	16919	169.2
2394.777	16920	169.2
2394.822	16921	169.2
2394.861	16922	169.2
2394.909	16923	169.2
2394.957	16924	169.2
2395	16925	169.3
2395.044	16926	169.3
2395.078	16927	169.3
2395.113	16928	169.3
2395.156	16929	169.3
2395.196	16930	169.3
2395.252	16931	169.3
2395.291	16932	169.3
2395.328	16933	169.3
2395.381	16934	169.3
2395.441	16935	169.4
2395.489	16936	169.4
2395.538	16937	169.4
2395.579	16938	169.4
2395.616	16939	169.4
2395.661	16940	169.4
2395.705	16941	169.4
2395.757	16942	169.4
2395.804	16943	169.4
2395.847	16944	169.4
2395.895	16945	169.5
2395.935	16946	169.5
2395.974	16947	169.5
2396.016	16948	169.5
2396.059	16949	169.5
2396.092	16950	169.5
2396.143	16951	169.5
2396.18	16952	169.5
2396.22	16953	169.5
2396.263	16954	169.5
2396.304	16955	169.6
2396.344	16956	169.6
2396.391	16957	169.6
2396.446	16958	169.6
2396.5	16959	169.6
2396.529	16960	169.6
2396.577	16961	169.6
2396.624	16962	169.6
2396.67	16963	169.6
2396.707	16964	169.6
2396.748	16965	169.7
2396.801	16966	169.7
2396.855	16967	169.7
2396.907	16968	169.7
2396.946	16969	169.7
2396.986	16970	169.7
2397.025	16971	169.7
2397.058	16972	169.7
2397.091	16973	169.7
2397.133	16974	169.7
2397.197	16975	169.8
2397.26	16976	169.8
2397.314	16977	169.8
2397.365	16978	169.8
2397.422	16979	169.8
2397.455	16980	169.8
2397.484	16981	169.8
2397.537	16982	169.8
2397.583	16983	169.8
2397.623	16984	169.8
2397.655	16985	169.9
2397.692	16986	169.9
2397.74	16987	169.9
2397.801	16988	169.9
2397.853	16989	169.9
2397.896	16990	169.9
2397.939	16991	169.9
2397.981	16992	169.9
2398.023	16993	169.9
2398.068	16994	169.9
2398.107	16995	170
2398.149	16996	170
2398.199	16997	170
2398.248	16998	170
2398.306	16999	170
2398.354	17000	170
2398.409	17001	170
2398.456	17002	170
2398.51	17003	170
2398.564	17004	170
2398.607	17005	170.1
2398.646	17006	170.1
2398.685	17007	170.1
2398.722	17008	170.1
2398.775	17009	170.1
2398.814	17010	170.1
2398.852	17011	170.1
2398.9	17012	170.1
2398.963	17013	170.1
2399.005	17014	170.1
2399.038	17015	170.2
2399.076	17016	170.2
2399.125	17017	170.2
2399.149	17018	170.2
2399.176	17019	170.2
2399.219	17020	170.2
2399.267	17021	170.2
2399.295	17022	170.2
2399.336	17023	170.2
2399.369	17024	170.2
2399.413	17025	170.3
2399.449	17026	170.3
2399.486	17027	170.3
2399.521	17028	170.3
2399.566	17029	170.3
2399.603	17030	170.3
2399.639	17031	170.3
2399.682	17032	170.3
2399.718	17033	170.3
2399.741	17034	170.3
2399.78	17035	170.4
2399.812	17036	170.4
2399.839	17037	170.4
2399.87	17038	170.4
2399.917	17039	170.4
2399.971	17040	170.4
2400.009	17041	170.4
2400.057	17042	170.4
2400.097	17043	170.4
2400.133	17044	170.4
2400.181	17045	170.5
2400.215	17046	170.5
2400.26	17047	170.5
2400.301	17048	170.5
2400.341	17049	170.5
2400.377	17050	170.5
2400.407	17051	170.5
2400.448	17052	170.5
2400.497	17053	170.5
2400.524	17054	170.5
2400.56	17055	170.6
2400.602	17056	170.6
2400.652	17057	170.6
2400.686	17058	170.6
2400.718	17059	170.6
2400.749	17060	170.6
2400.795	17061	170.6
2400.836	17062	170.6
2400.875	17063	170.6
2400.911	17064	170.6
2400.955	17065	170.7
2400.991	17066	170.7
2401.035	17067	170.7
2401.08	17068	170.7
2401.107	17069	170.7
2401.141	17070	170.7
2401.169	17071	170.7
2401.213	17072	170.7
2401.25	17073	170.7
2401.304	17074	170.7
2401.329	17075	170.8
2401.374	17076	170.8
2401.411	17077	170.8
2401.439	17078	170.8
2401.484	17079	170.8
2401.508	17080	170.8
2401.555	17081	170.8
2401.604	17082	170.8
2401.658	17083	170.8
2401.709	17084	170.8
2401.768	17085	170.9
2401.817	17086	170.9
2401.857	17087	170.9
2401.897	17088	170.9
2401.945	17089	170.9
2401.98	17090	170.9
2402.026	17091	170.9
2402.08	17092	170.9
2402.127	17093	170.9
2402.181	17094	170.9
2402.229	17095	171
2402.275	17096	171
2402.318	17097	171
2402.372	17098	171
2402.401	17099	171
2402.43	17100	171
2402.456	17101	171
2402.496	17102	171
2402.546	17103	171
2402.584	17104	171
2402.645	17105	171.1
2402.681	17106	171.1
2402.723	17107	171.1
2402.753	17108	171.1
2402.79	17109	171.1
2402.845	17110	171.1
2402.893	17111	171.1
2402.946	17112	171.1
2402.985	17113	171.1
2403.024	17114	171.1
2403.056	17115	171.2
2403.102	17116	171.2
2403.149	17117	171.2
2403.199	17118	171.2
2403.244	17119	171.2
2403.273	17120	171.2
2403.316	17121	171.2
2403.348	17122	171.2
2403.378	17123	171.2
2403.423	17124	171.2
2403.469	17125	171.3
2403.506	17126	171.3
2403.555	17127	171.3
2403.586	17128	171.3
2403.615	17129	171.3
2403.652	17130	171.3
2403.686	17131	171.3
2403.731	17132	171.3
2403.753	17133	171.3
2403.793	17134	171.3
2403.832	17135	171.4
2403.882	17136	171.4
2403.91	17137	171.4
2403.932	17138	171.4
2403.972	17139	171.4
2404.018	17140	171.4
2404.057	17141	171.4
2404.087	17142	171.4
2404.138	17143	171.4
2404.178	17144	171.4
2404.223	17145	171.5
2404.256	17146	171.5
2404.291	17147	171.5
2404.328	17148	171.5
2404.368	17149	171.5
2404.399	17150	171.5
2404.433	17151	171.5
2404.46	17152	171.5
2404.487	17153	171.5
2404.527	17154	171.5
2404.568	17155	171.6
2404.611	17156	171.6
2404.642	17157	171.6
2404.684	17158	171.6
2404.725	17159	171.6
2404.761	17160	171.6
2404.796	17161	171.6
2404.828	17162	171.6
2404.872	17163	171.6
2404.913	17164	171.6
2404.959	17165	171.7
2405.005	17166	171.7
2405.053	17167	171.7
2405.098	17168	171.7
2405.125	17169	171.7
2405.167	17170	171.7
2405.207	17171	171.7
2405.244	17172	171.7
2405.301	17173	171.7
2405.348	17174	171.7
2405.39	17175	171.8
2405.427	17176	171.8
2405.465	17177	171.8
2405.515	17178	171.8
2405.545	17179	171.8
2405.575	17180	171.8
2405.621	17181	171.8
2405.667	17182	171.8
2405.712	17183	171.8
2405.763	17184	171.8
2405.817	17185	171.9
2405.854	17186	171.9
2405.881	17187	171.9
2405.932	17188	171.9
2405.977	17189	171.9
2406.019	17190	171.9
2406.056	17191	171.9
