#This data file has 4 columns:			
#column 1:	Depth in m below the surface		
#column 2:	"Ice age following the WD2014 chronology, in years before 1950 C.E."		
#column 3:	"Accumulation reconstructed using an inverse firn densification model, in m ice equivalent per year"		
#column 4:	2 sigma accumulation uncertainty from monte-carlo simulation		
			
#Depth	Ice age	Accumulation	2 sigma uncertainty
#(m)	(years bp)	(m ice a-1)	(m ice a-1)
3260.399	51225	0.1647	0.040
3260.552	51235	0.164	0.039
3260.704	51245	0.1638	0.039
3260.856	51255	0.1637	0.039
3261.008	51265	0.1635	0.039
3261.16	51275	0.1632	0.039
3261.311	51285	0.1629	0.039
3261.463	51295	0.1627	0.039
3261.614	51305	0.163	0.039
3261.765	51315	0.1636	0.039
3261.916	51325	0.1642	0.039
3262.067	51335	0.1645	0.039
3262.218	51345	0.164	0.039
3262.369	51355	0.1636	0.039
3262.519	51365	0.1633	0.039
3262.67	51375	0.1632	0.039
3262.82	51385	0.1632	0.039
3262.97	51395	0.1631	0.039
3263.12	51405	0.1629	0.039
3263.27	51415	0.1625	0.039
3263.42	51425	0.1621	0.040
3263.57	51435	0.162	0.040
3263.72	51445	0.1625	0.040
3263.869	51455	0.163	0.040
3264.019	51465	0.1635	0.040
3264.168	51475	0.1636	0.040
3264.317	51485	0.1637	0.040
3264.467	51495	0.1638	0.040
3264.616	51505	0.1635	0.040
3264.765	51515	0.1631	0.040
3264.913	51525	0.1627	0.040
3265.062	51535	0.1622	0.040
3265.211	51545	0.1616	0.040
3265.359	51555	0.1611	0.040
3265.508	51565	0.1605	0.040
3265.656	51575	0.1608	0.040
3265.805	51585	0.161	0.040
3265.953	51595	0.1613	0.040
3266.101	51605	0.1613	0.040
3266.249	51615	0.1611	0.040
3266.397	51625	0.161	0.040
3266.545	51635	0.1611	0.040
3266.693	51645	0.1617	0.040
3266.84	51655	0.1624	0.040
3266.988	51665	0.163	0.040
3267.136	51675	0.1629	0.040
3267.283	51685	0.1627	0.040
3267.43	51695	0.1625	0.040
3267.578	51705	0.1621	0.040
3267.725	51715	0.1616	0.040
3267.872	51725	0.1611	0.040
3268.019	51735	0.1607	0.040
3268.166	51745	0.1609	0.041
3268.313	51755	0.1612	0.041
3268.46	51765	0.1614	0.041
3268.607	51775	0.1618	0.041
3268.754	51785	0.1623	0.041
3268.901	51795	0.1628	0.041
3269.047	51805	0.1631	0.041
3269.194	51815	0.1633	0.041
3269.341	51825	0.1635	0.041
3269.487	51835	0.1637	0.041
3269.634	51845	0.1639	0.041
3269.78	51855	0.164	0.041
3269.926	51865	0.1642	0.041
3270.073	51875	0.1641	0.041
3270.219	51885	0.1637	0.041
3270.365	51895	0.1634	0.041
3270.511	51905	0.163	0.041
3270.657	51915	0.1627	0.041
3270.803	51925	0.1625	0.041
3270.949	51935	0.1622	0.041
3271.095	51945	0.1624	0.041
3271.241	51955	0.1628	0.041
3271.387	51965	0.1632	0.041
3271.532	51975	0.1634	0.041
3271.678	51985	0.1629	0.041
3271.824	51995	0.1625	0.041
3271.969	52005	0.1621	0.041
3272.115	52015	0.1624	0.041
3272.26	52025	0.1629	0.041
3272.406	52035	0.1633	0.041
3272.551	52045	0.1636	0.041
3272.697	52055	0.1635	0.041
3272.842	52065	0.1635	0.041
3272.988	52075	0.1634	0.041
3273.133	52085	0.1636	0.041
3273.278	52095	0.1638	0.041
3273.423	52105	0.164	0.041
3273.568	52115	0.1642	0.041
3273.714	52125	0.1643	0.041
3273.859	52135	0.1644	0.041
3274.004	52145	0.1645	0.041
3274.149	52155	0.1653	0.042
3274.294	52165	0.1662	0.042
3274.439	52175	0.167	0.042
3274.583	52185	0.1676	0.042
3274.728	52195	0.1682	0.042
3274.873	52205	0.1687	0.042
3275.018	52215	0.1692	0.042
3275.163	52225	0.17	0.042
3275.307	52235	0.1708	0.042
3275.452	52245	0.1716	0.042
3275.597	52255	0.1717	0.042
3275.741	52265	0.1717	0.042
3275.886	52275	0.1717	0.042
3276.03	52285	0.1718	0.042
3276.175	52295	0.1726	0.042
3276.319	52305	0.1733	0.042
3276.464	52315	0.174	0.042
3276.608	52325	0.1741	0.042
3276.753	52335	0.1739	0.042
3276.897	52345	0.1738	0.042
3277.041	52355	0.174	0.042
3277.185	52365	0.1746	0.042
3277.33	52375	0.1753	0.042
3277.474	52385	0.176	0.042
3277.618	52395	0.1762	0.042
3277.762	52405	0.1763	0.042
3277.906	52415	0.1765	0.042
3278.05	52425	0.1764	0.042
3278.195	52435	0.1759	0.042
3278.339	52445	0.1754	0.042
3278.483	52455	0.1749	0.042
3278.626	52465	0.1749	0.042
3278.77	52475	0.1748	0.042
3278.914	52485	0.1748	0.042
3279.058	52495	0.1751	0.041
3279.202	52505	0.1755	0.041
3279.346	52515	0.176	0.041
3279.49	52525	0.1764	0.041
3279.633	52535	0.1755	0.041
3279.777	52545	0.1746	0.041
3279.921	52555	0.1736	0.041
3280.064	52565	0.1735	0.041
3280.208	52575	0.1741	0.041
3280.351	52585	0.1746	0.041
3280.495	52595	0.1752	0.041
3280.639	52605	0.1755	0.041
3280.782	52615	0.1759	0.041
3280.925	52625	0.1762	0.041
3281.069	52635	0.1768	0.041
3281.212	52645	0.1776	0.041
3281.356	52655	0.1784	0.041
3281.499	52665	0.1792	0.041
3281.642	52675	0.1794	0.041
3281.785	52685	0.1795	0.041
3281.929	52695	0.1797	0.041
3282.072	52705	0.1796	0.041
3282.215	52715	0.1794	0.041
3282.358	52725	0.1792	0.041
3282.501	52735	0.179	0.041
3282.644	52745	0.179	0.041
3282.787	52755	0.179	0.041
3282.93	52765	0.179	0.041
3283.073	52775	0.1793	0.041
3283.216	52785	0.1804	0.041
3283.358	52795	0.1814	0.041
3283.501	52805	0.1823	0.041
3283.644	52815	0.1826	0.041
3283.786	52825	0.1829	0.041
3283.929	52835	0.1833	0.041
3284.072	52845	0.1835	0.041
3284.214	52855	0.1837	0.041
3284.357	52865	0.184	0.041
3284.499	52875	0.1842	0.041
3284.642	52885	0.1843	0.041
3284.784	52895	0.1844	0.041
3284.926	52905	0.1845	0.041
3285.068	52915	0.1852	0.041
3285.211	52925	0.1861	0.041
3285.353	52935	0.187	0.041
3285.495	52945	0.1879	0.041
3285.637	52955	0.1888	0.041
3285.779	52965	0.1896	0.041
3285.921	52975	0.1905	0.041
3286.063	52985	0.1912	0.042
3286.205	52995	0.1918	0.042
3286.347	53005	0.1925	0.042
3286.488	53015	0.193	0.042
3286.63	53025	0.1935	0.042
3286.772	53035	0.1939	0.042
3286.913	53045	0.1943	0.042
3287.055	53055	0.1945	0.042
3287.196	53065	0.1944	0.042
3287.338	53075	0.1943	0.042
3287.479	53085	0.1942	0.042
3287.62	53095	0.1942	0.042
3287.762	53105	0.1942	0.042
3287.903	53115	0.1941	0.042
3288.044	53125	0.1939	0.042
3288.185	53135	0.1934	0.042
3288.326	53145	0.1928	0.042
3288.467	53155	0.1923	0.042
3288.608	53165	0.1924	0.042
3288.749	53175	0.1925	0.042
3288.89	53185	0.1926	0.042
3289.03	53195	0.1928	0.042
3289.171	53205	0.1932	0.042
3289.312	53215	0.1936	0.042
3289.452	53225	0.1941	0.042
3289.593	53235	0.1942	0.042
3289.734	53245	0.1943	0.042
3289.874	53255	0.1944	0.042
3290.014	53265	0.1943	0.042
3290.155	53275	0.1941	0.042
3290.295	53285	0.1939	0.042
3290.435	53295	0.1936	0.042
3290.576	53305	0.194	0.042
3290.716	53315	0.1945	0.042
3290.856	53325	0.195	0.042
3290.996	53335	0.1954	0.042
3291.136	53345	0.1955	0.042
3291.276	53355	0.1955	0.042
3291.416	53365	0.1955	0.042
3291.556	53375	0.1958	0.042
3291.696	53385	0.1961	0.042
3291.835	53395	0.1965	0.042
3291.975	53405	0.1969	0.042
3292.115	53415	0.1974	0.042
3292.254	53425	0.1979	0.042
3292.394	53435	0.1984	0.042
3292.534	53445	0.1987	0.042
3292.673	53455	0.1988	0.042
3292.813	53465	0.1989	0.042
3292.952	53475	0.199	0.042
3293.092	53485	0.1991	0.043
3293.231	53495	0.1991	0.043
3293.37	53505	0.1992	0.043
3293.51	53515	0.1992	0.043
3293.649	53525	0.1992	0.043
3293.788	53535	0.1992	0.043
3293.928	53545	0.1992	0.043
3294.067	53555	0.1991	0.043
3294.206	53565	0.199	0.043
3294.345	53575	0.1989	0.043
3294.484	53585	0.1989	0.043
3294.624	53595	0.1994	0.043
3294.763	53605	0.1998	0.043
3294.902	53615	0.2003	0.043
3295.041	53625	0.2004	0.043
3295.18	53635	0.2003	0.043
3295.319	53645	0.2001	0.043
3295.458	53655	0.2	0.043
3295.597	53665	0.2004	0.043
3295.736	53675	0.2007	0.043
3295.875	53685	0.2011	0.043
3296.014	53695	0.2017	0.044
3296.153	53705	0.2029	0.044
3296.292	53715	0.204	0.044
3296.431	53725	0.2051	0.044
3296.57	53735	0.2054	0.044
3296.709	53745	0.2054	0.044
3296.848	53755	0.2054	0.044
3296.987	53765	0.2056	0.045
3297.127	53775	0.2066	0.045
3297.266	53785	0.2076	0.045
3297.405	53795	0.2086	0.045
3297.544	53805	0.2093	0.045
3297.683	53815	0.2097	0.045
3297.822	53825	0.2102	0.046
3297.961	53835	0.2107	0.046
3298.101	53845	0.2112	0.046
3298.24	53855	0.2117	0.046
3298.379	53865	0.2122	0.046
3298.518	53875	0.2128	0.046
3298.658	53885	0.2137	0.047
3298.797	53895	0.2145	0.047
3298.937	53905	0.2153	0.047
3299.076	53915	0.2156	0.047
3299.216	53925	0.2157	0.047
3299.355	53935	0.2158	0.047
3299.495	53945	0.2157	0.047
3299.635	53955	0.215	0.047
3299.774	53965	0.2142	0.047
3299.914	53975	0.2135	0.047
3300.054	53985	0.2137	0.047
3300.194	53995	0.2143	0.047
3300.334	54005	0.215	0.047
3300.474	54015	0.2156	0.047
3300.614	54025	0.2157	0.047
3300.754	54035	0.2159	0.047
3300.894	54045	0.2161	0.048
3301.035	54055	0.2164	0.048
3301.175	54065	0.2168	0.048
3301.316	54075	0.2173	0.048
3301.456	54085	0.2177	0.048
3301.597	54095	0.2187	0.048
3301.738	54105	0.2196	0.048
3301.879	54115	0.2206	0.048
3302.02	54125	0.2211	0.048
3302.161	54135	0.2209	0.048
3302.302	54145	0.2207	0.048
3302.443	54155	0.2205	0.048
3302.585	54165	0.22	0.048
3302.726	54175	0.2194	0.048
3302.868	54185	0.2189	0.048
3303.01	54195	0.2183	0.048
3303.152	54205	0.2187	0.048
3303.294	54215	0.219	0.048
3303.436	54225	0.2193	0.048
3303.578	54235	0.2194	0.048
3303.721	54245	0.2193	0.048
3303.863	54255	0.2193	0.048
3304.006	54265	0.2191	0.048
3304.149	54275	0.2184	0.048
3304.292	54285	0.2178	0.047
3304.435	54295	0.2171	0.047
3304.579	54305	0.2168	0.047
3304.722	54315	0.2166	0.047
3304.866	54325	0.2164	0.047
3305.01	54335	0.2157	0.047
3305.154	54345	0.2143	0.047
3305.299	54355	0.213	0.046
3305.443	54365	0.2116	0.046
3305.588	54375	0.2107	0.046
3305.733	54385	0.2098	0.046
3305.878	54395	0.2088	0.046
3306.023	54405	0.2085	0.046
3306.168	54415	0.2086	0.046
3306.314	54425	0.2088	0.046
3306.46	54435	0.2089	0.046
3306.606	54445	0.2085	0.045
3306.752	54455	0.2081	0.045
3306.898	54465	0.2077	0.045
3307.045	54475	0.2074	0.045
3307.191	54485	0.2071	0.045
3307.338	54495	0.2069	0.045
3307.485	54505	0.2068	0.045
3307.633	54515	0.2072	0.045
3307.78	54525	0.2076	0.045
3307.928	54535	0.2079	0.045
3308.075	54545	0.2075	0.045
3308.223	54555	0.2068	0.045
3308.371	54565	0.2062	0.045
3308.52	54575	0.2058	0.045
3308.668	54585	0.2057	0.045
3308.817	54595	0.2056	0.045
3308.965	54605	0.2056	0.045
3309.114	54615	0.2061	0.045
3309.263	54625	0.2065	0.045
3309.412	54635	0.207	0.045
3309.561	54645	0.2066	0.045
3309.711	54655	0.206	0.045
3309.86	54665	0.2053	0.045
3310.01	54675	0.2048	0.045
3310.159	54685	0.2043	0.045
3310.309	54695	0.2039	0.045
3310.459	54705	0.2034	0.045
3310.609	54715	0.2028	0.045
3310.759	54725	0.2022	0.045
3310.908	54735	0.2016	0.045
3311.058	54745	0.2009	0.045
3311.208	54755	0.2002	0.045
3311.358	54765	0.1995	0.045
3311.509	54775	0.1992	0.045
3311.659	54785	0.1993	0.044
3311.809	54795	0.1993	0.044
3311.959	54805	0.1994	0.044
3312.109	54815	0.199	0.044
3312.258	54825	0.1987	0.044
3312.408	54835	0.1983	0.044
3312.558	54845	0.1981	0.044
3312.708	54855	0.1979	0.044
3312.857	54865	0.1977	0.044
3313.007	54875	0.1975	0.044
3313.156	54885	0.1972	0.044
3313.305	54895	0.197	0.044
3313.455	54905	0.1967	0.044
3313.604	54915	0.1964	0.043
3313.752	54925	0.1961	0.043
3313.901	54935	0.1959	0.043
3314.049	54945	0.1951	0.043
3314.197	54955	0.1943	0.043
3314.345	54965	0.1934	0.043
3314.493	54975	0.1929	0.043
3314.64	54985	0.1932	0.043
3314.787	54995	0.1934	0.043
3314.934	55005	0.1936	0.043
3315.081	55015	0.1936	0.043
3315.227	55025	0.1937	0.043
3315.373	55035	0.1937	0.043
3315.518	55045	0.1936	0.043
3315.663	55055	0.1932	0.043
3315.808	55065	0.1929	0.043
3315.952	55075	0.1926	0.043
3316.096	55085	0.1922	0.043
3316.239	55095	0.1919	0.043
3316.382	55105	0.1915	0.043
3316.524	55115	0.1912	0.043
3316.666	55125	0.1909	0.042
3316.808	55135	0.1906	0.042
3316.949	55145	0.1904	0.042
3317.089	55155	0.1897	0.042
3317.229	55165	0.1891	0.042
3317.368	55175	0.1885	0.042
3317.507	55185	0.1881	0.042
3317.645	55195	0.1879	0.042
3317.782	55205	0.1877	0.042
3317.919	55215	0.1875	0.042
3318.055	55225	0.1871	0.041
3318.191	55235	0.1866	0.041
3318.326	55245	0.1861	0.041
3318.46	55255	0.1856	0.041
3318.594	55265	0.1846	0.041
3318.726	55275	0.1836	0.041
3318.859	55285	0.1826	0.041
3318.99	55295	0.1816	0.041
3319.121	55305	0.181	0.040
3319.251	55315	0.1804	0.040
3319.38	55325	0.1798	0.040
3319.509	55335	0.1793	0.040
3319.637	55345	0.179	0.040
3319.764	55355	0.1786	0.040
3319.89	55365	0.1782	0.040
3320.016	55375	0.1776	0.040
3320.141	55385	0.1768	0.039
3320.265	55395	0.176	0.039
3320.388	55405	0.1752	0.039
3320.511	55415	0.1749	0.039
3320.633	55425	0.1747	0.039
3320.754	55435	0.1746	0.039
3320.875	55445	0.1745	0.039
3320.994	55455	0.1747	0.039
3321.113	55465	0.1753	0.039
3321.231	55475	0.1758	0.039
3321.349	55485	0.1764	0.039
3321.465	55495	0.1767	0.039
3321.581	55505	0.1765	0.040
3321.696	55515	0.1762	0.040
3321.81	55525	0.176	0.040
3321.924	55535	0.1758	0.040
3322.037	55545	0.1757	0.040
3322.149	55555	0.1757	0.040
3322.26	55565	0.1756	0.040
3322.371	55575	0.1756	0.040
3322.481	55585	0.1758	0.040
3322.59	55595	0.1761	0.040
3322.698	55605	0.1765	0.040
3322.806	55615	0.1769	0.040
3322.913	55625	0.1773	0.040
3323.019	55635	0.1776	0.040
3323.125	55645	0.1777	0.041
3323.23	55655	0.1778	0.041
3323.334	55665	0.1779	0.041
3323.437	55675	0.178	0.041
3323.54	55685	0.1792	0.041
3323.642	55695	0.1803	0.041
3323.744	55705	0.1814	0.041
3323.845	55715	0.1825	0.042
3323.945	55725	0.1835	0.042
3324.045	55735	0.1839	0.042
3324.144	55745	0.1844	0.042
3324.242	55755	0.1849	0.042
3324.34	55765	0.1854	0.042
3324.438	55775	0.1857	0.042
3324.534	55785	0.1853	0.042
3324.63	55795	0.185	0.043
3324.726	55805	0.1846	0.043
3324.821	55815	0.1842	0.043
3324.916	55825	0.1838	0.043
3325.01	55835	0.1836	0.043
3325.103	55845	0.1835	0.043
3325.196	55855	0.1834	0.043
3325.289	55865	0.1833	0.043
3325.381	55875	0.1832	0.043
3325.472	55885	0.1831	0.043
3325.564	55895	0.1832	0.043
3325.654	55905	0.1832	0.043
3325.745	55915	0.1832	0.043
3325.835	55925	0.1833	0.043
3325.924	55935	0.1833	0.043
3326.013	55945	0.1829	0.043
3326.102	55955	0.1825	0.043
3326.19	55965	0.1821	0.043
3326.278	55975	0.1817	0.043
3326.366	55985	0.1814	0.043
3326.454	55995	0.181	0.042
3326.541	56005	0.1805	0.042
3326.627	56015	0.18	0.042
3326.714	56025	0.1796	0.042
3326.8	56035	0.1791	0.042
3326.886	56045	0.1787	0.042
3326.972	56055	0.178	0.042
3327.057	56065	0.177	0.042
3327.143	56075	0.1761	0.042
3327.228	56085	0.1752	0.042
3327.312	56095	0.1743	0.041
3327.397	56105	0.1733	0.041
3327.482	56115	0.1727	0.041
3327.566	56125	0.1721	0.041
3327.65	56135	0.1716	0.041
3327.734	56145	0.1711	0.041
3327.819	56155	0.1705	0.041
3327.902	56165	0.17	0.041
3327.986	56175	0.1695	0.041
3328.07	56185	0.1691	0.041
3328.154	56195	0.1687	0.041
3328.238	56205	0.1683	0.041
3328.321	56215	0.1679	0.040
3328.405	56225	0.1675	0.040
3328.489	56235	0.1668	0.040
3328.573	56245	0.1662	0.040
3328.656	56255	0.1655	0.040
3328.74	56265	0.1649	0.040
3328.824	56275	0.1642	0.040
3328.908	56285	0.1636	0.040
3328.992	56295	0.1632	0.040
3329.077	56305	0.1629	0.040
3329.161	56315	0.1626	0.040
3329.245	56325	0.1624	0.040
3329.33	56335	0.1621	0.040
3329.415	56345	0.1618	0.040
3329.5	56355	0.1615	0.040
3329.585	56365	0.1612	0.040
3329.67	56375	0.161	0.040
3329.756	56385	0.1607	0.040
3329.841	56395	0.1604	0.040
3329.927	56405	0.1601	0.040
3330.013	56415	0.16	0.040
3330.1	56425	0.1598	0.039
3330.186	56435	0.1597	0.039
3330.273	56445	0.1595	0.039
3330.36	56455	0.1594	0.039
3330.448	56465	0.1591	0.039
3330.536	56475	0.1587	0.039
3330.624	56485	0.1582	0.039
3330.712	56495	0.1578	0.039
3330.8	56505	0.1574	0.039
3330.889	56515	0.1569	0.039
3330.978	56525	0.1564	0.039
3331.068	56535	0.1557	0.039
3331.158	56545	0.155	0.038
3331.248	56555	0.1544	0.038
3331.338	56565	0.1537	0.038
3331.429	56575	0.1531	0.038
3331.52	56585	0.1531	0.038
3331.611	56595	0.1531	0.038
3331.703	56605	0.1531	0.038
3331.795	56615	0.1531	0.038
3331.888	56625	0.1533	0.038
3331.981	56635	0.1535	0.038
3332.074	56645	0.1534	0.038
3332.168	56655	0.1527	0.038
3332.261	56665	0.1519	0.038
3332.356	56675	0.1515	0.038
3332.45	56685	0.1513	0.038
3332.545	56695	0.1513	0.038
3332.641	56705	0.1513	0.038
3332.736	56715	0.1517	0.038
3332.832	56725	0.1522	0.038
3332.929	56735	0.1528	0.037
3333.025	56745	0.1533	0.038
3333.122	56755	0.1538	0.038
3333.22	56765	0.1534	0.038
3333.317	56775	0.153	0.037
3333.415	56785	0.1527	0.037
3333.513	56795	0.1525	0.037
3333.612	56805	0.1524	0.037
3333.711	56815	0.1531	0.037
3333.81	56825	0.1539	0.037
3333.909	56835	0.1542	0.037
3334.009	56845	0.1534	0.037
3334.109	56855	0.1525	0.037
3334.209	56865	0.1522	0.037
3334.31	56875	0.1519	0.037
3334.41	56885	0.152	0.037
3334.511	56895	0.1525	0.037
3334.612	56905	0.1531	0.037
3334.713	56915	0.1532	0.037
3334.814	56925	0.1532	0.037
3334.916	56935	0.1531	0.037
3335.018	56945	0.1527	0.037
3335.119	56955	0.1523	0.037
3335.221	56965	0.1529	0.037
3335.323	56975	0.1536	0.037
3335.425	56985	0.1539	0.037
3335.528	56995	0.1539	0.037
3335.63	57005	0.1539	0.037
3335.733	57015	0.1546	0.037
3335.835	57025	0.1552	0.037
3335.938	57035	0.1558	0.037
3336.04	57045	0.1562	0.037
3336.143	57055	0.1565	0.037
3336.246	57065	0.1558	0.037
3336.348	57075	0.155	0.037
3336.451	57085	0.1552	0.038
3336.554	57095	0.1558	0.038
3336.657	57105	0.1566	0.038
3336.759	57115	0.1577	0.038
3336.862	57125	0.1589	0.037
3336.965	57135	0.1589	0.037
3337.068	57145	0.1588	0.037
3337.17	57155	0.1585	0.037
3337.273	57165	0.1581	0.037
3337.375	57175	0.1576	0.037
3337.478	57185	0.1576	0.037
3337.58	57195	0.1577	0.037
3337.683	57205	0.1576	0.037
3337.785	57215	0.1574	0.037
3337.887	57225	0.1572	0.037
3337.989	57235	0.1571	0.037
3338.091	57245	0.157	0.037
3338.193	57255	0.1568	0.037
3338.295	57265	0.1567	0.037
3338.397	57275	0.1565	0.037
3338.498	57285	0.1561	0.037
3338.6	57295	0.1557	0.037
3338.701	57305	0.1556	0.037
3338.802	57315	0.1555	0.037
3338.903	57325	0.1555	0.037
3339.004	57335	0.1558	0.037
3339.105	57345	0.156	0.037
3339.205	57355	0.1565	0.037
3339.305	57365	0.157	0.038
3339.406	57375	0.1577	0.038
3339.506	57385	0.159	0.038
3339.606	57395	0.1603	0.038
3339.705	57405	0.1612	0.038
3339.805	57415	0.162	0.038
3339.904	57425	0.1625	0.038
3340.003	57435	0.1624	0.038
3340.102	57445	0.1623	0.038
3340.201	57455	0.1627	0.039
3340.3	57465	0.1632	0.039
3340.398	57475	0.1638	0.039
3340.496	57485	0.1645	0.039
3340.594	57495	0.1651	0.039
3340.692	57505	0.1656	0.039
3340.789	57515	0.1659	0.039
3340.887	57525	0.1662	0.039
3340.984	57535	0.1663	0.039
3341.081	57545	0.1664	0.039
3341.177	57555	0.1661	0.039
3341.274	57565	0.1652	0.039
3341.37	57575	0.1644	0.039
3341.466	57585	0.1643	0.039
3341.562	57595	0.1644	0.039
3341.657	57605	0.1645	0.039
3341.753	57615	0.165	0.039
3341.848	57625	0.1656	0.039
3341.943	57635	0.166	0.039
3342.038	57645	0.1663	0.039
3342.132	57655	0.1666	0.039
3342.226	57665	0.1669	0.039
3342.32	57675	0.167	0.039
3342.414	57685	0.1666	0.039
3342.508	57695	0.1662	0.039
3342.601	57705	0.1664	0.039
3342.694	57715	0.1668	0.039
3342.787	57725	0.1671	0.039
3342.88	57735	0.1677	0.040
3342.972	57745	0.1684	0.040
3343.064	57755	0.1698	0.040
3343.156	57765	0.1711	0.040
3343.248	57775	0.1717	0.040
3343.34	57785	0.1723	0.040
3343.431	57795	0.1731	0.041
3343.522	57805	0.174	0.041
3343.613	57815	0.175	0.041
3343.704	57825	0.175	0.041
3343.794	57835	0.1748	0.041
3343.885	57845	0.1746	0.041
3343.975	57855	0.1758	0.042
3344.065	57865	0.1769	0.042
3344.154	57875	0.1779	0.042
3344.244	57885	0.1784	0.042
3344.333	57895	0.1788	0.042
3344.422	57905	0.1794	0.042
3344.511	57915	0.1803	0.042
3344.6	57925	0.1812	0.042
3344.688	57935	0.1815	0.042
3344.777	57945	0.1813	0.043
3344.865	57955	0.1812	0.043
3344.953	57965	0.1815	0.043
3345.04	57975	0.1819	0.043
3345.128	57985	0.1822	0.043
3345.215	57995	0.1823	0.043
3345.303	58005	0.1825	0.043
3345.39	58015	0.1826	0.043
3345.477	58025	0.1834	0.043
3345.563	58035	0.1842	0.043
3345.65	58045	0.1849	0.043
3345.736	58055	0.1849	0.043
3345.823	58065	0.1848	0.043
3345.909	58075	0.185	0.043
3345.995	58085	0.1856	0.043
3346.081	58095	0.1862	0.043
3346.166	58105	0.1865	0.043
3346.252	58115	0.1863	0.043
3346.337	58125	0.1861	0.043
3346.423	58135	0.1862	0.043
3346.508	58145	0.1867	0.043
3346.593	58155	0.1872	0.043
3346.678	58165	0.1874	0.043
3346.763	58175	0.1873	0.043
3346.848	58185	0.1873	0.043
3346.932	58195	0.1872	0.043
3347.017	58205	0.187	0.043
3347.102	58215	0.1869	0.043
3347.186	58225	0.1867	0.043
3347.27	58235	0.1866	0.043
3347.355	58245	0.1864	0.043
3347.439	58255	0.187	0.043
3347.523	58265	0.1879	0.043
3347.607	58275	0.1887	0.043
3347.692	58285	0.1888	0.043
3347.776	58295	0.1886	0.043
3347.86	58305	0.1883	0.043
3347.944	58315	0.1886	0.043
3348.028	58325	0.189	0.043
3348.112	58335	0.1894	0.043
3348.196	58345	0.1894	0.043
3348.28	58355	0.1893	0.043
3348.364	58365	0.1893	0.043
3348.448	58375	0.19	0.043
3348.532	58385	0.1909	0.043
3348.616	58395	0.1919	0.043
3348.7	58405	0.1927	0.043
3348.784	58415	0.1935	0.044
3348.868	58425	0.1942	0.044
3348.952	58435	0.1947	0.044
3349.037	58445	0.1952	0.044
3349.121	58455	0.1948	0.044
3349.206	58465	0.194	0.044
3349.29	58475	0.1932	0.044
3349.375	58485	0.1929	0.044
3349.46	58495	0.1932	0.044
3349.544	58505	0.1934	0.043
3349.629	58515	0.1936	0.043
3349.714	58525	0.1928	0.043
3349.8	58535	0.1919	0.043
3349.885	58545	0.191	0.043
3349.971	58555	0.1907	0.043
3350.056	58565	0.1905	0.043
3350.142	58575	0.1902	0.043
3350.228	58585	0.189	0.042
3350.314	58595	0.1878	0.042
3350.401	58605	0.1868	0.042
3350.488	58615	0.1864	0.042
3350.574	58625	0.186	0.042
3350.662	58635	0.1854	0.042
3350.749	58645	0.1845	0.041
3350.837	58655	0.1835	0.041
3350.925	58665	0.1829	0.041
3351.013	58675	0.1826	0.041
3351.101	58685	0.1823	0.041
3351.19	58695	0.1813	0.041
3351.279	58705	0.18	0.041
3351.369	58715	0.1788	0.041
3351.458	58725	0.1788	0.040
3351.549	58735	0.1789	0.040
3351.639	58745	0.179	0.040
3351.73	58755	0.1789	0.040
3351.821	58765	0.1787	0.040
3351.913	58775	0.1787	0.040
3352.005	58785	0.1789	0.040
3352.097	58795	0.1791	0.040
3352.19	58805	0.1791	0.040
3352.283	58815	0.179	0.040
3352.377	58825	0.179	0.041
3352.47	58835	0.1803	0.041
3352.565	58845	0.1816	0.041
3352.659	58855	0.183	0.041
3352.754	58865	0.1847	0.041
3352.85	58875	0.1864	0.042
3352.945	58885	0.1883	0.042
3353.041	58895	0.1902	0.042
3353.138	58905	0.1921	0.042
3353.234	58915	0.1936	0.043
3353.331	58925	0.1951	0.043
3353.429	58935	0.1963	0.043
3353.526	58945	0.1972	0.044
3353.624	58955	0.1981	0.044
3353.721	58965	0.199	0.044
3353.819	58975	0.1999	0.044
3353.918	58985	0.2009	0.045
3354.016	58995	0.2022	0.045
3354.114	59005	0.2034	0.045
3354.213	59015	0.2048	0.045
3354.311	59025	0.2062	0.046
3354.41	59035	0.2071	0.046
3354.508	59045	0.2073	0.046
3354.606	59055	0.2074	0.046
3354.705	59065	0.2078	0.046
3354.803	59075	0.2083	0.046
3354.901	59085	0.2089	0.047
3354.999	59095	0.2096	0.047
3355.096	59105	0.2104	0.047
3355.194	59115	0.211	0.047
3355.291	59125	0.2116	0.047
3355.388	59135	0.2123	0.048
3355.485	59145	0.2144	0.048
3355.582	59155	0.2164	0.048
3355.678	59165	0.218	0.048
3355.774	59175	0.2191	0.048
3355.87	59185	0.2202	0.048
3355.966	59195	0.2194	0.048
3356.061	59205	0.2184	0.049
3356.156	59215	0.2178	0.049
3356.251	59225	0.2177	0.049
3356.346	59235	0.2177	0.049
3356.44	59245	0.2176	0.049
3356.535	59255	0.2176	0.049
3356.629	59265	0.2176	0.048
3356.722	59275	0.2168	0.048
3356.816	59285	0.216	0.048
3356.909	59295	0.2154	0.048
3357.003	59305	0.2149	0.048
3357.096	59315	0.2144	0.048
3357.188	59325	0.2128	0.047
3357.281	59335	0.2107	0.047
3357.374	59345	0.2086	0.047
3357.467	59355	0.2073	0.047
3357.559	59365	0.206	0.046
3357.652	59375	0.205	0.046
3357.744	59385	0.2048	0.046
